date,cash,total_value,market_value,unit_net_value,units,static_unit_net_value
2012-11-28,12826744.499,13724914.499,-12831000.0,1.372491,10000000.0,1.368
2012-11-29,13048748.099,13932394.499,-12623520.0,1.393239,10000000.0,1.372
2012-11-30,12943588.499,13834114.499,-12721800.0,1.383411,10000000.0,1.393
2012-12-03,13625750.202,13625750.202,0.0,1.362575,10000000.0,1.383
2012-12-04,13625750.202,13625750.202,0.0,1.362575,10000000.0,1.363
2012-12-05,12668466.458,13620987.258,13607440.0,1.362099,10000000.0,1.363
2012-12-06,12584543.258,13530747.258,13517200.0,1.353075,10000000.0,1.362
2012-12-07,12797848.058,13760107.258,13746560.0,1.376011,10000000.0,1.353
2012-12-10,12878274.458,13846587.258,13833040.0,1.384659,10000000.0,1.376
2012-12-11,12825822.458,13790187.258,13776640.0,1.379019,10000000.0,1.385
2012-12-12,12920236.058,13891707.258,13878160.0,1.389171,10000000.0,1.379
2012-12-13,12895758.458,13865387.258,13851840.0,1.386539,10000000.0,1.389
2012-12-14,13252432.058,14248907.258,14235360.0,1.424891,10000000.0,1.387
2012-12-17,13343348.858,14346667.258,14333120.0,1.434667,10000000.0,1.425
2012-12-18,13367826.458,14372987.258,14359440.0,1.437299,10000000.0,1.435
2012-12-19,13364329.658,14369227.258,14355680.0,1.436923,10000000.0,1.437
2012-12-20,13262922.458,14260187.258,14246640.0,1.426019,10000000.0,1.437
2012-12-21,13276909.658,14275227.258,14261680.0,1.427523,10000000.0,1.426
2012-12-24,13266419.258,14263947.258,14250400.0,1.426395,10000000.0,1.428
2012-12-25,13556653.658,14576027.258,14562480.0,1.457603,10000000.0,1.426
2012-12-26,13574137.658,14594827.258,14581280.0,1.459483,10000000.0,1.458
2012-12-27,13542666.458,14560987.258,14547440.0,1.456099,10000000.0,1.459
2012-12-28,13707016.058,14737707.258,14724160.0,1.473771,10000000.0,1.456
2012-12-31,13958785.658,15008427.258,14994880.0,1.500843,10000000.0,1.474
2013-01-04,13965779.258,15015947.258,15002400.0,1.501595,10000000.0,1.501
2013-01-07,14014734.458,15068587.258,15055040.0,1.506859,10000000.0,1.502
2013-01-08,14035715.258,15091147.258,15077600.0,1.509115,10000000.0,1.507
2013-01-09,13993753.658,15046027.258,15032480.0,1.504603,10000000.0,1.509
2013-01-10,14070683.258,15128747.258,15115200.0,1.512875,10000000.0,1.505
2013-01-11,14766382.327,14766382.327,0.0,1.476638,10000000.0,1.513
2013-01-14,14766382.327,14766382.327,0.0,1.476638,10000000.0,1.477
2013-01-15,13728390.924,14761217.824,14754670.0,1.476122,10000000.0,1.477
2013-01-16,14596579.89,14596579.89,0.0,1.459658,10000000.0,1.476
2013-01-17,14596579.89,14596579.89,0.0,1.459658,10000000.0,1.46
2013-01-18,13571771.377,14591480.977,14567280.0,1.459148,10000000.0,1.46
2013-01-21,13446518.977,14456800.977,14432600.0,1.44568,10000000.0,1.459
2013-01-22,13520993.377,14536880.977,14512680.0,1.453688,10000000.0,1.446
2013-01-23,13744416.577,14777120.977,14752920.0,1.477712,10000000.0,1.454
2013-01-24,13673327.377,14700680.977,14676480.0,1.470068,10000000.0,1.478
2013-01-25,13822276.177,14860840.977,14836640.0,1.486084,10000000.0,1.47
2013-01-28,13795194.577,14831720.977,14807520.0,1.483172,10000000.0,1.486
2013-01-29,13798579.777,14835360.977,14811160.0,1.483536,10000000.0,1.483
2013-01-30,13950913.777,14999160.977,14974960.0,1.499916,10000000.0,1.484
2013-01-31,13994921.377,15046480.977,15022280.0,1.504648,10000000.0,1.5
2013-02-01,14133714.577,15195720.977,15171520.0,1.519572,10000000.0,1.505
2013-02-04,14313130.177,15388640.977,15364440.0,1.538864,10000000.0,1.52
2013-02-05,15088526.994,15088526.994,0.0,1.508853,10000000.0,1.539
2013-02-06,15088526.994,15088526.994,0.0,1.508853,10000000.0,1.509
2013-02-07,14029576.208,15083258.208,15052600.0,1.508326,10000000.0,1.509
2013-02-08,14039759.708,15094208.208,15063550.0,1.509421,10000000.0,1.508
2013-02-18,14840823.206,14840823.206,0.0,1.484082,10000000.0,1.509
2013-02-19,14840823.206,14840823.206,0.0,1.484082,10000000.0,1.484
2013-02-20,13799146.868,14835640.368,14807050.0,1.483564,10000000.0,1.484
2013-02-21,14525265.118,14525265.118,0.0,1.452527,10000000.0,1.484
2013-02-22,14525265.118,14525265.118,0.0,1.452527,10000000.0,1.453
2013-02-25,13505348.064,14520191.264,-14497760.0,1.452019,10000000.0,1.453
2013-02-26,13737110.064,14736791.264,-14281160.0,1.473679,10000000.0,1.452
2013-02-27,13625091.764,14632101.264,-14385850.0,1.46321,10000000.0,1.474
2013-02-28,14381499.933,14381499.933,0.0,1.43815,10000000.0,1.463
2013-03-01,14381499.933,14381499.933,0.0,1.43815,10000000.0,1.438
2013-03-04,13370542.652,14376470.652,-14370400.0,1.437647,10000000.0,1.438
2013-03-05,13236664.252,14251350.652,-14495520.0,1.425135,10000000.0,1.438
2013-03-06,13244539.452,14258710.652,-14488160.0,1.425871,10000000.0,1.425
2013-03-07,13264227.452,14277110.652,-14469760.0,1.427711,10000000.0,1.426
2013-03-08,13279977.852,14291830.652,-14455040.0,1.429183,10000000.0,1.428
2013-03-11,13358729.852,14365430.652,-14381440.0,1.436543,10000000.0,1.429
2013-03-12,13421731.452,14424310.652,-14322560.0,1.442431,10000000.0,1.437
2013-03-13,13654049.852,14641430.652,-14105440.0,1.464143,10000000.0,1.442
2013-03-14,13921806.652,14891670.652,-13855200.0,1.489167,10000000.0,1.464
2013-03-15,14537098.617,14537098.617,0.0,1.45371,10000000.0,1.489
2013-03-18,14537098.617,14537098.617,0.0,1.45371,10000000.0,1.454
2013-03-19,13515156.891,14532014.691,-14526540.0,1.453201,10000000.0,1.454
2013-03-20,13409997.291,14433734.691,-14624820.0,1.443373,10000000.0,1.453
2013-03-21,13276525.491,14308994.691,-14749560.0,1.430899,10000000.0,1.443
2013-03-22,13373595.891,14399714.691,-14658840.0,1.439971,10000000.0,1.431
2013-03-25,13264256.902,14261034.502,14239680.0,1.426103,10000000.0,1.44
2013-03-26,13152810.272,14141943.872,-14130480.0,1.414194,10000000.0,1.426
2013-03-27,13125546.672,14116463.872,-14155960.0,1.411646,10000000.0,1.414
2013-03-28,13378708.672,14353063.872,-13919360.0,1.435306,10000000.0,1.412
2013-03-29,13433235.872,14404023.872,-13868400.0,1.440402,10000000.0,1.435
2013-04-01,13772083.472,14720703.872,-13551720.0,1.47207,10000000.0,1.44
2013-04-02,14548461.823,14548461.823,0.0,1.454846,10000000.0,1.472
2013-04-03,14548461.823,14548461.823,0.0,1.454846,10000000.0,1.455
2013-04-08,13525949.559,14543375.059,-14534650.0,1.454338,10000000.0,1.455
2013-04-09,13475198.236,14487728.636,14464720.0,1.448773,10000000.0,1.454
2013-04-10,13475198.236,14487728.636,14464720.0,1.448773,10000000.0,1.449
2013-04-11,13388201.955,14394941.955,-14382000.0,1.439494,10000000.0,1.449
2013-04-12,13333898.119,14335999.919,14315740.0,1.4336,10000000.0,1.439
2013-04-15,13958120.309,13958120.309,0.0,1.395812,10000000.0,1.434
2013-04-16,13958120.309,13958120.309,0.0,1.395812,10000000.0,1.396
2013-04-17,12977073.727,13953239.827,-13945230.0,1.395324,10000000.0,1.396
2013-04-18,13170700.927,14134199.827,-13764270.0,1.41342,10000000.0,1.395
2013-04-19,13029514.427,14002249.827,-13896220.0,1.400225,10000000.0,1.413
2013-04-22,13186836.527,14149279.827,-13749190.0,1.414928,10000000.0,1.4
2013-04-23,13376429.827,14326469.827,-13572000.0,1.432647,10000000.0,1.415
2013-04-24,14152009.906,14152009.906,0.0,1.415201,10000000.0,1.433
2013-04-25,14152009.906,14152009.906,0.0,1.415201,10000000.0,1.415
2013-04-26,13156698.459,14147058.459,-14148000.0,1.414706,10000000.0,1.415
2013-05-02,13400594.259,14374998.459,-13920060.0,1.4375,10000000.0,1.415
2013-05-03,14216802.442,14216802.442,0.0,1.42168,10000000.0,1.437
2013-05-06,14216802.442,14216802.442,0.0,1.42168,10000000.0,1.422
2013-05-07,13217405.069,14211830.669,-14206080.0,1.421183,10000000.0,1.422
2013-05-08,14030396.442,14030396.442,0.0,1.40304,10000000.0,1.421
2013-05-09,14030396.442,14030396.442,0.0,1.40304,10000000.0,1.403
2013-05-10,13044782.739,14025493.239,-14010150.0,1.402549,10000000.0,1.403
2013-05-13,12974751.239,13960043.239,-14075600.0,1.396004,10000000.0,1.403
2013-05-14,13069499.739,14048593.239,-13987050.0,1.404859,10000000.0,1.396
2013-05-15,13394940.239,14352743.239,-13682900.0,1.435274,10000000.0,1.405
2013-05-16,13415537.739,14371993.239,-13663650.0,1.437199,10000000.0,1.435
2013-05-17,14086062.246,14086062.246,0.0,1.408606,10000000.0,1.437
2013-05-20,14086062.246,14086062.246,0.0,1.408606,10000000.0,1.409
2013-05-21,13096041.118,14081137.118,-14072800.0,1.408114,10000000.0,1.409
2013-05-22,13079263.518,14065457.118,-14088480.0,1.406546,10000000.0,1.408
2013-05-23,13251233.918,14226177.118,-13927760.0,1.422618,10000000.0,1.407
2013-05-24,13175734.718,14155617.118,-13998320.0,1.415562,10000000.0,1.423
2013-05-27,13490314.718,14449617.118,-13704320.0,1.444962,10000000.0,1.416
2013-05-28,13511286.718,14469217.118,-13684720.0,1.446922,10000000.0,1.445
2013-05-29,13729395.518,14673057.118,-13480880.0,1.467306,10000000.0,1.447
2013-05-30,13733589.918,14676977.118,-13476960.0,1.467698,10000000.0,1.467
2013-05-31,13825866.718,14763217.118,-13390720.0,1.476322,10000000.0,1.468
2013-06-03,14495798.1,14495798.1,0.0,1.44958,10000000.0,1.476
2013-06-04,14495798.1,14495798.1,0.0,1.44958,10000000.0,1.45
2013-06-05,13476770.27,14490728.67,-14485120.0,1.449073,10000000.0,1.45
2013-06-06,13748293.47,14744488.67,-14231360.0,1.474449,10000000.0,1.449
2013-06-07,13748293.47,14744488.67,-14231360.0,1.474449,10000000.0,1.474
2013-06-13,13743842.27,14740328.67,-14235520.0,1.474033,10000000.0,1.474
2013-06-14,13734939.87,14732008.67,-14243840.0,1.473201,10000000.0,1.474
2013-06-17,14506465.797,14506465.797,0.0,1.450647,10000000.0,1.473
2013-06-18,14506465.797,14506465.797,0.0,1.450647,10000000.0,1.451
2013-06-19,13486963.083,14501393.283,14491860.0,1.450139,10000000.0,1.451
2013-06-20,14315544.784,14315544.784,0.0,1.431554,10000000.0,1.45
2013-06-21,14315544.784,14315544.784,0.0,1.431554,10000000.0,1.432
2013-06-24,13310736.091,14310546.091,-14283000.0,1.431055,10000000.0,1.432
2013-06-25,13284157.291,14285706.091,-14307840.0,1.428571,10000000.0,1.431
2013-06-26,13421481.091,14414046.091,-14179500.0,1.441405,10000000.0,1.429
2013-06-27,14218576.253,14218576.253,0.0,1.421858,10000000.0,1.441
2013-06-28,14218576.253,14218576.253,0.0,1.421858,10000000.0,1.422
2013-07-01,13218570.346,14213600.746,14214720.0,1.42136,10000000.0,1.422
2013-07-02,13294458.346,14295200.746,14296320.0,1.42952,10000000.0,1.421
2013-07-03,13461411.946,14474720.746,14475840.0,1.447472,10000000.0,1.43
2013-07-04,13434404.378,14468561.978,14773680.0,1.446856,10000000.0,1.447
2013-07-05,13434404.378,14468561.978,14773680.0,1.446856,10000000.0,1.447
2013-07-08,13385077.178,14415521.978,14720640.0,1.441552,10000000.0,1.447
2013-07-09,13343338.778,14370641.978,14675760.0,1.437064,10000000.0,1.442
2013-07-10,13498909.178,14537921.978,14843040.0,1.453792,10000000.0,1.437
2013-07-11,13529264.378,14570561.978,14875680.0,1.457056,10000000.0,1.454
2013-07-12,13567208.378,14611361.978,14916480.0,1.461136,10000000.0,1.457
2013-07-15,13586180.378,14631761.978,14936880.0,1.463176,10000000.0,1.461
2013-07-16,13646890.778,14697041.978,15002160.0,1.469704,10000000.0,1.463
2013-07-17,13654479.578,14705201.978,15010320.0,1.47052,10000000.0,1.47
2013-07-18,13658273.978,14709281.978,15014400.0,1.470928,10000000.0,1.471
2013-07-19,13703806.778,14758241.978,15063360.0,1.475824,10000000.0,1.471
2013-07-22,13650685.178,14701121.978,15006240.0,1.470112,10000000.0,1.476
2013-07-23,13688629.178,14741921.978,15047040.0,1.474192,10000000.0,1.47
2013-07-24,13711395.578,14766401.978,15071520.0,1.47664,10000000.0,1.474
2013-07-25,13677245.978,14729681.978,15034800.0,1.472968,10000000.0,1.477
2013-07-26,13616535.578,14664401.978,14969520.0,1.46644,10000000.0,1.473
2013-07-29,13507755.906,14523570.006,-14511630.0,1.452357,10000000.0,1.466
2013-07-30,13524833.106,14539530.006,-14495670.0,1.453953,10000000.0,1.452
2013-07-31,13477870.806,14495640.006,-14539560.0,1.449564,10000000.0,1.454
2013-08-01,13465062.906,14483670.006,-14551530.0,1.448367,10000000.0,1.45
2013-08-02,13349994.245,14353815.245,14340300.0,1.435382,10000000.0,1.448
2013-08-05,13379010.245,14385015.245,14371500.0,1.438502,10000000.0,1.435
2013-08-06,13400772.245,14408415.245,14394900.0,1.440842,10000000.0,1.439
2013-08-07,13487820.245,14502015.245,14488500.0,1.450202,10000000.0,1.441
2013-08-08,13589376.245,14611215.245,14597700.0,1.461122,10000000.0,1.45
2013-08-09,13632900.245,14658015.245,14644500.0,1.465802,10000000.0,1.461
2013-08-12,13832385.245,14872515.245,14859000.0,1.487252,10000000.0,1.466
2013-08-13,13933941.245,14981715.245,14968200.0,1.498172,10000000.0,1.487
2013-08-14,13865028.245,14907615.245,14894100.0,1.490762,10000000.0,1.498
2013-08-15,13865028.245,14907615.245,14894100.0,1.490762,10000000.0,1.491
2013-08-16,13836012.245,14876415.245,14862900.0,1.487642,10000000.0,1.491
2013-08-19,13839639.245,14880315.245,14866800.0,1.488032,10000000.0,1.488
2013-08-20,13781607.245,14817915.245,14804400.0,1.481792,10000000.0,1.488
2013-08-21,13756218.245,14790615.245,14777100.0,1.479062,10000000.0,1.482
2013-08-22,13683678.245,14712615.245,14699100.0,1.471262,10000000.0,1.479
2013-08-23,13857774.245,14899815.245,14886300.0,1.489982,10000000.0,1.471
2013-08-26,13843266.245,14884215.245,14870700.0,1.488422,10000000.0,1.49
2013-08-27,13861401.245,14903715.245,14890200.0,1.490372,10000000.0,1.488
2013-08-28,14699673.657,14699673.657,0.0,1.469967,10000000.0,1.49
2013-08-29,14699673.657,14699673.657,0.0,1.469967,10000000.0,1.47
2013-08-30,13667341.943,14694538.043,-14674230.0,1.469454,10000000.0,1.47
2013-09-02,13533379.472,14551325.072,14542080.0,1.455133,10000000.0,1.469
2013-09-03,14385012.152,14385012.152,0.0,1.438501,10000000.0,1.455
2013-09-04,14385012.152,14385012.152,0.0,1.438501,10000000.0,1.439
2013-09-05,13374209.641,14379983.641,-14368200.0,1.437998,10000000.0,1.439
2013-09-06,13411285.141,14414633.641,-14333550.0,1.441463,10000000.0,1.438
2013-09-09,13291819.641,14302983.641,-14445200.0,1.430298,10000000.0,1.441
2013-09-10,13357731.641,14364583.641,-14383600.0,1.436458,10000000.0,1.43
2013-09-11,13394807.141,14399233.641,-14348950.0,1.439923,10000000.0,1.436
2013-09-12,13452480.141,14453133.641,-14295050.0,1.445313,10000000.0,1.44
2013-09-13,13683172.141,14668733.641,-14079450.0,1.466873,10000000.0,1.445
2013-09-16,13724367.141,14707233.641,-14040950.0,1.470723,10000000.0,1.467
2013-09-17,13724367.141,14707233.641,-14040950.0,1.470723,10000000.0,1.471
2013-09-18,13782040.141,14761133.641,-13987050.0,1.476113,10000000.0,1.471
2013-09-23,13691411.141,14676433.641,-14071750.0,1.467643,10000000.0,1.476
2013-09-24,13806757.141,14784233.641,-13963950.0,1.478423,10000000.0,1.468
2013-09-25,13810876.641,14788083.641,-13960100.0,1.478808,10000000.0,1.478
2013-09-26,13864430.141,14838133.641,-13910050.0,1.483813,10000000.0,1.479
2013-09-27,14016851.641,14980583.641,-13767600.0,1.498058,10000000.0,1.484
2013-09-30,13971537.141,14938233.641,-13809950.0,1.493823,10000000.0,1.498
2013-10-08,13922103.141,14892033.641,-13856150.0,1.489203,10000000.0,1.494
2013-10-09,13963298.141,14930533.641,-13817650.0,1.493053,10000000.0,1.489
2013-10-10,13930342.141,14899733.641,-13848450.0,1.489973,10000000.0,1.493
2013-10-11,13913864.141,14884333.641,-13863850.0,1.488433,10000000.0,1.49
2013-10-14,13814996.141,14791933.641,-13956250.0,1.479193,10000000.0,1.488
2013-10-15,13893266.641,14865083.641,-13883100.0,1.486508,10000000.0,1.479
2013-10-16,14053927.141,15015233.641,-13732950.0,1.501523,10000000.0,1.487
2013-10-17,14091002.641,15049883.641,-13698300.0,1.504988,10000000.0,1.502
2013-10-18,14049807.641,15011383.641,-13736800.0,1.501138,10000000.0,1.505
2013-10-21,14041568.641,15003683.641,-13744500.0,1.500368,10000000.0,1.501
2013-10-22,14095122.141,15053733.641,-13694450.0,1.505373,10000000.0,1.5
2013-10-23,14177512.141,15130733.641,-13617450.0,1.513073,10000000.0,1.505
2013-10-24,14251663.141,15200033.641,-13548150.0,1.520003,10000000.0,1.513
2013-10-25,14387606.641,15327083.641,-13421100.0,1.532708,10000000.0,1.52
2013-10-28,14391726.141,15330933.641,-13417250.0,1.533093,10000000.0,1.533
2013-10-29,14354650.641,15296283.641,-13451900.0,1.529628,10000000.0,1.533
2013-10-30,14243424.141,15192333.641,-13555850.0,1.519233,10000000.0,1.53
2013-10-31,14260557.808,15240459.808,-13998600.0,1.524046,10000000.0,1.519
2013-11-01,14039334.972,15095481.672,15087810.0,1.509548,10000000.0,1.524
2013-11-04,14062268.772,15120141.672,15112470.0,1.512014,10000000.0,1.51
2013-11-05,14031690.372,15087261.672,15079590.0,1.508726,10000000.0,1.512
2013-11-06,13918010.986,14965814.386,-14968620.0,1.496581,10000000.0,1.509
2013-11-07,14808451.767,14808451.767,0.0,1.480845,10000000.0,1.497
2013-11-08,14808451.767,14808451.767,0.0,1.480845,10000000.0,1.481
2013-11-11,13768534.883,14803277.683,14782040.0,1.480328,10000000.0,1.481
2013-11-12,13776030.683,14811337.683,14790100.0,1.481134,10000000.0,1.48
2013-11-13,13689828.983,14718647.683,14697410.0,1.471865,10000000.0,1.481
2013-11-14,13578424.393,14599626.393,-14588600.0,1.459963,10000000.0,1.472
2013-11-15,13703475.293,14716496.393,-14471730.0,1.47165,10000000.0,1.46
2013-11-18,13699163.193,14712466.393,-14475760.0,1.471247,10000000.0,1.472
2013-11-19,13561175.993,14583506.393,-14604720.0,1.458351,10000000.0,1.471
2013-11-20,13471413.464,14484636.864,14474620.0,1.448464,10000000.0,1.458
2013-11-21,13335845.033,14339619.833,-14339640.0,1.433962,10000000.0,1.448
2013-11-22,13327349.233,14331679.833,-14347580.0,1.433168,10000000.0,1.434
2013-11-25,13233895.433,14244339.833,-14434920.0,1.424434,10000000.0,1.433
2013-11-26,13150096.886,14139028.886,14127600.0,1.413903,10000000.0,1.424
2013-11-27,13114198.886,14100428.886,14089000.0,1.410043,10000000.0,1.414
2013-11-28,13185994.886,14177628.886,14166200.0,1.417763,10000000.0,1.41
2013-11-29,13185994.886,14177628.886,14166200.0,1.417763,10000000.0,1.418
2013-12-02,13275739.886,14274128.886,14262700.0,1.427413,10000000.0,1.418
2013-12-03,13325997.086,14328168.886,14316740.0,1.432817,10000000.0,1.427
2013-12-04,13340356.286,14343608.886,14332180.0,1.434361,10000000.0,1.433
2013-12-05,13268560.286,14266408.886,14254980.0,1.426641,10000000.0,1.434
2013-12-06,13300868.486,14301148.886,14289720.0,1.430115,10000000.0,1.427
2013-12-09,13372664.486,14378348.886,14366920.0,1.437835,10000000.0,1.43
2013-12-10,13351125.686,14355188.886,14343760.0,1.435519,10000000.0,1.438
2013-12-11,13419331.886,14428528.886,14417100.0,1.442853,10000000.0,1.436
2013-12-12,13397793.086,14405368.886,14393940.0,1.440537,10000000.0,1.443
2013-12-13,14195822.965,14195822.965,0.0,1.419582,10000000.0,1.441
2013-12-16,14195822.965,14195822.965,0.0,1.419582,10000000.0,1.42
2013-12-17,13198555.086,14190861.786,-14175810.0,1.419086,10000000.0,1.42
2013-12-18,13227541.386,14217951.786,-14148720.0,1.421795,10000000.0,1.419
2013-12-19,13244104.986,14233431.786,-14133240.0,1.423343,10000000.0,1.422
2013-12-20,13347627.486,14330181.786,-14036490.0,1.433018,10000000.0,1.423
2013-12-23,13409740.986,14388231.786,-13978440.0,1.438823,10000000.0,1.433
2013-12-24,13343486.586,14326311.786,-14040360.0,1.432631,10000000.0,1.439
2013-12-25,13447009.086,14423061.786,-13943610.0,1.442306,10000000.0,1.433
2013-12-26,13442868.186,14419191.786,-13947480.0,1.441919,10000000.0,1.442
2013-12-27,13409740.986,14388231.786,-13978440.0,1.438823,10000000.0,1.442
2013-12-30,13571236.086,14539161.786,-13827510.0,1.453916,10000000.0,1.439
2013-12-31,13583658.786,14550771.786,-13815900.0,1.455077,10000000.0,1.454
2014-01-02,13500840.786,14473371.786,-13893300.0,1.447337,10000000.0,1.455
2014-01-03,13707885.786,14666871.786,-13699800.0,1.466687,10000000.0,1.447
2014-01-06,13811408.286,14763621.786,-13603050.0,1.476362,10000000.0,1.467
2014-01-07,14018453.286,14957121.786,-13409550.0,1.495712,10000000.0,1.476
2014-01-08,14001889.686,14941641.786,-13425030.0,1.494164,10000000.0,1.496
2014-01-09,14055721.386,14991951.786,-13374720.0,1.499195,10000000.0,1.494
2014-01-10,14847901.534,14847901.534,0.0,1.48479,10000000.0,1.499
2014-01-13,14847901.534,14847901.534,0.0,1.48479,10000000.0,1.485
2014-01-14,13803837.555,14842707.555,-14841000.0,1.484271,10000000.0,1.485
2014-01-15,13776552.555,14817207.555,-14866500.0,1.481721,10000000.0,1.484
2014-01-16,13853860.055,14889457.555,-14794250.0,1.488946,10000000.0,1.482
2014-01-17,13903882.555,14936207.555,-14747500.0,1.493621,10000000.0,1.489
2014-01-20,13990285.055,15016957.555,-14666750.0,1.501696,10000000.0,1.494
2014-01-21,14176732.555,15191207.555,-14492500.0,1.519121,10000000.0,1.502
2014-01-22,14113067.555,15131707.555,-14552000.0,1.513171,10000000.0,1.519
2014-01-23,14960805.974,14960805.974,0.0,1.496081,10000000.0,1.513
2014-01-24,14960805.974,14960805.974,0.0,1.496081,10000000.0,1.496
2014-01-27,13910508.988,14955580.988,-14929600.0,1.495558,10000000.0,1.496
2014-01-28,14099149.988,15131880.988,-14753300.0,1.513188,10000000.0,1.496
2014-01-29,14043937.988,15080280.988,-14804900.0,1.508028,10000000.0,1.513
2014-01-30,13988725.988,15028680.988,-14856500.0,1.502868,10000000.0,1.508
2014-02-07,14191169.988,15217880.988,-14667300.0,1.521788,10000000.0,1.503
2014-02-10,14145159.988,15174880.988,-14710300.0,1.517488,10000000.0,1.522
2014-02-11,14306194.988,15325380.988,-14559800.0,1.532538,10000000.0,1.517
2014-02-12,14273987.988,15295280.988,-14589900.0,1.529528,10000000.0,1.533
2014-02-13,14264785.988,15286680.988,-14598500.0,1.528668,10000000.0,1.53
2014-02-14,14186568.988,15213580.988,-14671600.0,1.521358,10000000.0,1.529
2014-02-17,15023480.841,15023480.841,0.0,1.502348,10000000.0,1.521
2014-02-18,15023480.841,15023480.841,0.0,1.502348,10000000.0,1.502
2014-02-19,13967153.455,15018225.855,-15015320.0,1.501823,10000000.0,1.502
2014-02-20,14163541.255,15201765.855,-14831780.0,1.520177,10000000.0,1.502
2014-02-21,14186920.755,15223615.855,-14809930.0,1.522362,10000000.0,1.52
2014-02-24,14481502.455,15498925.855,-14534620.0,1.549893,10000000.0,1.522
2014-02-25,14565668.655,15577585.855,-14455960.0,1.557759,10000000.0,1.55
2014-02-26,14523585.555,15538255.855,-14495290.0,1.553826,10000000.0,1.558
2014-02-27,14416039.855,15437745.855,-14595800.0,1.543775,10000000.0,1.554
2014-02-28,14518909.655,15533885.855,-14499660.0,1.553389,10000000.0,1.544
2014-03-03,14490854.255,15507665.855,-14525880.0,1.550767,10000000.0,1.553
2014-03-04,14556316.855,15568845.855,-14464700.0,1.556885,10000000.0,1.551
2014-03-05,14780021.536,15527947.036,-14958510.0,1.552795,10000000.0,1.557
2014-03-06,14940619.036,15680897.036,-14805560.0,1.56809,10000000.0,1.553
2014-03-07,15183809.536,15912507.036,-14573950.0,1.591251,10000000.0,1.568
2014-03-10,15706898.536,16410687.036,-14075770.0,1.641069,10000000.0,1.591
2014-03-11,15638071.036,16345137.036,-14141320.0,1.634514,10000000.0,1.641
2014-03-12,15555478.036,16266477.036,-14219980.0,1.626648,10000000.0,1.635
2014-03-13,15417823.036,16135377.036,-14351080.0,1.613538,10000000.0,1.627
2014-03-14,15518770.036,16231517.036,-14254940.0,1.623152,10000000.0,1.614
2014-03-17,15670190.536,16375727.036,-14110730.0,1.637573,10000000.0,1.623
2014-03-18,15619717.036,16327657.036,-14158800.0,1.632766,10000000.0,1.638
2014-03-19,15610540.036,16318917.036,-14167540.0,1.631892,10000000.0,1.633
2014-03-20,15665602.036,16371357.036,-14115100.0,1.637136,10000000.0,1.632
2014-03-21,15711487.036,16415057.036,-14071400.0,1.641506,10000000.0,1.637
2014-03-24,15743606.536,16445647.036,-14040810.0,1.644565,10000000.0,1.642
2014-03-25,16117239.211,16117239.211,0.0,1.611724,10000000.0,1.645
2014-03-26,16117239.211,16117239.211,0.0,1.611724,10000000.0,1.612
2014-03-27,15305790.454,16111598.954,-16116170.0,1.61116,10000000.0,1.612
2014-03-28,15918552.318,15918552.318,0.0,1.591855,10000000.0,1.611
2014-03-31,15918552.318,15918552.318,0.0,1.591855,10000000.0,1.592
2014-04-01,15118547.316,15912990.816,15888870.0,1.591299,10000000.0,1.592
2014-04-02,15055106.316,15846210.816,15822090.0,1.584621,10000000.0,1.591
2014-04-03,15141204.816,15936840.816,15912720.0,1.593684,10000000.0,1.585
2014-04-04,15304338.816,16108560.816,16084440.0,1.610856,10000000.0,1.594
2014-04-08,15494661.816,16308900.816,16284780.0,1.63089,10000000.0,1.611
2014-04-09,15358716.816,16165800.816,16141680.0,1.61658,10000000.0,1.631
2014-04-10,15286212.816,16089480.816,16065360.0,1.608948,10000000.0,1.617
2014-04-11,15249960.816,16051320.816,16027200.0,1.605132,10000000.0,1.609
2014-04-14,15249960.816,16051320.816,16027200.0,1.605132,10000000.0,1.605
2014-04-15,15290744.316,16094250.816,16070130.0,1.609425,10000000.0,1.605
2014-04-16,15897893.448,15897893.448,0.0,1.589789,10000000.0,1.609
2014-04-17,15897893.448,15897893.448,0.0,1.589789,10000000.0,1.59
2014-04-18,15098937.527,15892340.027,-15868050.0,1.589234,10000000.0,1.59
2014-04-21,15150282.527,15941240.027,-15819150.0,1.594124,10000000.0,1.589
2014-04-22,15104072.027,15897230.027,-15863160.0,1.589723,10000000.0,1.594
2014-04-23,14991113.027,15789650.027,-15970740.0,1.578965,10000000.0,1.59
2014-04-24,14903826.527,15706520.027,-16053870.0,1.570652,10000000.0,1.579
2014-04-25,14939768.027,15740750.027,-16019640.0,1.574075,10000000.0,1.571
2014-04-28,15217031.027,16004810.027,-15755580.0,1.600481,10000000.0,1.574
2014-04-29,15083534.027,15877670.027,-15882720.0,1.587767,10000000.0,1.6
2014-04-30,15191358.527,15980360.027,-15780030.0,1.598036,10000000.0,1.588
2014-05-05,15134879.027,15926570.027,-15833820.0,1.592657,10000000.0,1.598
2014-05-06,15201627.527,15990140.027,-15770250.0,1.599014,10000000.0,1.593
2014-05-07,15355662.527,16136840.027,-15623550.0,1.613684,10000000.0,1.599
2014-05-08,15427545.527,16205300.027,-15555090.0,1.62053,10000000.0,1.614
2014-05-09,15494294.027,16268870.027,-15491520.0,1.626887,10000000.0,1.621
2014-05-12,15365931.527,16146620.027,-15613770.0,1.614662,10000000.0,1.627
